id,target
0,0.914005160332
1,0.955599963665
2,0.447293460369
3,0.249875128269
4,0.23533166945
5,0.267758131027
6,0.261826038361
7,0.185170918703
8,0.172675743699
9,0.856575191021
10,0.860738813877
11,0.669184803963
12,0.756506502628
13,0.438092023134
14,0.776348471642
15,0.516663253307
16,0.583692014217
17,0.777035355568
18,0.339735627174
19,0.727838218212
20,0.9867208004
21,0.906392753124
22,0.85622125864
23,0.893049418926
24,0.866428017616
25,0.829540252686
26,0.821675240993
27,0.814887404442
28,0.793713867664
29,0.737440228462
30,0.817725479603
31,0.786579191685
32,0.80257332325
33,0.822347581387
34,0.367251455784
35,0.70177090168
36,0.654340982437
37,0.520943462849
38,0.902068376541
39,0.892237961292
40,0.843454241753
41,0.740760803223
42,0.796990275383
43,0.782514810562
44,0.808651983738
45,0.915233492851
46,0.384485334158
47,0.882471501827
48,0.878692805767
49,0.878839850426
50,0.86027687788
51,0.700216531754
52,0.771088957787
53,0.86011326313
54,0.821851491928
55,0.884268701077
56,0.656804263592
57,0.54239076376
58,0.55903506279
59,0.934025704861
60,0.851349174976
61,0.818781197071
62,0.851903438568
63,0.786014258862
64,0.32894089818
65,0.667855799198
66,0.300972998142
67,0.196358814836
68,0.846281528473
69,0.83156400919
70,0.517570436001
71,0.485340297222
72,0.615629792213
73,0.748447358608
74,0.467284947634
75,0.811572194099
76,0.594845354557
77,0.639897048473
78,0.667610526085
79,0.651546299458
80,0.795055449009
81,0.959453225136
82,0.880492866039
83,0.679457426071
84,0.747974097729
85,0.829523742199
86,0.805899500847
87,0.892306089401
88,0.672244668007
89,0.884714305401
90,0.670991182327
91,0.484701693058
92,0.754563093185
93,0.906118452549
94,0.824603974819
95,0.888243317604
96,0.812916815281
97,0.749517560005
98,0.856260418892
99,0.285892903805
100,0.382436037064
101,0.227037921548
102,0.964467644691
103,0.126971513033
104,0.719910144806
105,0.684432268143
106,0.919071555138
107,0.870394945145
108,0.826452374458
109,0.949280023575
110,0.534660935402
111,0.530433595181
112,0.50829064846
113,0.497365176678
114,0.896490514278
115,0.710592806339
116,0.428730070591
117,0.631689429283
118,0.914155900478
119,0.888955414295
120,0.101651482284
121,0.293269306421
122,0.962963938713
123,0.769871115685
124,0.383102685213
125,0.259928137064
126,0.30542910099
127,0.68165397644
128,0.769191384315
129,0.818596184254
130,0.941983103752
131,0.941090941429
132,0.841511964798
133,0.768505275249
134,0.625248253345
135,0.497034847736
136,0.455194979906
137,0.54083520174
138,0.826664626598
139,0.309837788343
140,0.27157574892
141,0.297630041838
142,0.914407014847
143,0.803796470165
144,0.788266181946
145,0.771904587746
146,0.716337502003
147,0.734977662563
148,0.85633790493
149,0.723234474659
150,0.574972689152
151,0.554756999016
152,0.780487418175
153,0.757569551468
154,0.719636380672
155,0.624199092388
156,0.791129291058
157,0.751069366932
158,0.943210124969
159,0.887137591839
160,0.898806989193
161,0.943910896778
162,0.838259279728
163,0.895416378975
164,0.913705408573
165,0.90048956871
166,0.539365649223
167,0.914923608303
168,0.460765898228
169,0.645147800446
170,0.916033625603
171,0.910384893417
172,0.856294691563
173,0.862596869469
174,0.790157079697
175,0.454336434603
176,0.346931755543
177,0.65366846323
178,0.680405557156
179,0.683509945869
180,0.703411340714
181,0.893328011036
182,0.90564674139
183,0.870402693748
184,0.878343582153
185,0.824618816376
186,0.824123740196
187,0.809993028641
188,0.837275147438
189,0.887690126896
190,0.984869003296
191,0.761784493923
192,0.857912838459
193,0.918187141418
194,0.830472707748
195,0.870994567871
196,0.850889384747
197,0.818094551563
198,0.830313384533
199,0.851992964745
200,0.928307294846
201,0.923012316227
202,0.945656955242
203,0.864191353321
204,0.867359161377
205,0.61129707098
206,0.416047096252
207,0.329610317945
208,0.248677819967
209,0.880977213383
210,0.904971182346
211,0.400200992823
212,0.313803792
213,0.330509275198
214,0.908829987049
215,0.836435079575
216,0.716204762459
217,0.702021241188
218,0.651090085506
219,0.698168158531
220,0.841110765934
221,0.814469218254
222,0.921891510487
223,0.790061891079
224,0.796609461308
225,0.908823668957
226,0.866827309132
227,0.795195579529
228,0.781356036663
229,0.851876080036
230,0.817110300064
231,0.810561478138
232,0.737433731556
233,0.956367254257
234,0.716918051243
235,0.65520876646
236,0.639593720436
237,0.801996946335
238,0.809711813927
239,0.788211882114
240,0.953837752342
241,0.421999454498
242,0.866937279701
243,0.602273881435
244,0.897839546204
245,0.888879954815
246,0.853646993637
247,0.870100796223
248,0.81613278389
249,0.801477313042
250,0.820049762726
251,0.638842701912
252,0.669044196606
253,0.71588820219
254,0.92853808403
255,0.839339077473
256,0.907498955727
257,0.782703757286
258,0.819820404053
259,0.756406366825
260,0.926092803478
261,0.657383263111
262,0.30700597167
263,0.690435409546
264,0.902690768242
265,0.976730763912
266,0.679578542709
267,0.677280604839
268,0.901229858398
269,0.629512190819
270,0.625748634338
